Sample	Gene	Hits
CD5_T1_B2	MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM	572
CD5_T1_B2	MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM	434
CD5_T1_B2	MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN	869
CD5_T1_B2	MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO	1846
CD5_T1_B2	MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP	1278
CD5_T1_B2	MEG_3805|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	34
CD5_T1_B2	MEG_3806|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	39
CD5_T1_B2	MEG_3825|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	43
CD5_T1_B2	MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA	854
CD5_T1_B2	MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB	2326
CD5_T1_B2	MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB	309
CD5_T1_B2	MEG_405|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD	491
CD5_T1_B2	MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA	1412
CD5_T1_B2	MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD	873
CD5_T1_B2	MEG_4071|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC	337
CD5_T1_B2	MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD	179
CD5_T1_B2	MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD	1029
CD5_T1_B2	MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE	899
CD5_T1_B2	MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF	1560
CD5_T1_B2	MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC	29
CD5_T1_B2	MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF	1324
CD5_T1_B2	MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS	548
CD5_T1_B2	MEG_4418|Drugs|betalactams|Class_D_betalactamases|OXA	53
CD5_T1_B2	MEG_4419|Drugs|betalactams|Class_D_betalactamases|OXA	47
CD5_T1_B2	MEG_4420|Drugs|betalactams|Class_D_betalactamases|OXA	66
CD5_T1_B2	MEG_4421|Drugs|betalactams|Class_D_betalactamases|OXA	64
CD5_T1_B2	MEG_4422|Drugs|betalactams|Class_D_betalactamases|OXA	25
CD5_T1_B2	MEG_4423|Drugs|betalactams|Class_D_betalactamases|OXA	83
CD5_T1_B2	MEG_4673|Drugs|betalactams|Class_D_betalactamases|OXA	47
CD5_T1_B2	MEG_4675|Drugs|betalactams|Class_D_betalactamases|OXA	65
CD5_T1_B2	MEG_4745|Drugs|betalactams|Class_D_betalactamases|OXA	64
CD5_T1_B2	MEG_4770|Drugs|betalactams|Class_D_betalactamases|OXA	96
CD5_T1_B2	MEG_4787|Drugs|betalactams|Class_D_betalactamases|OXA	93
CD5_T1_B2	MEG_4911|Drugs|betalactams|Class_D_betalactamases|OXA	47
CD5_T1_B2	MEG_4934|Drugs|betalactams|Class_D_betalactamases|OXA	81
CD5_T1_B2	MEG_4971|Drugs|betalactams|Class_D_betalactamases|OXA	95
CD5_T1_B2	MEG_5004|Drugs|betalactams|Class_D_betalactamases|OXA	59
CD5_T1_B2	MEG_5064|Drugs|betalactams|Class_D_betalactamases|OXA	68
CD5_T1_B2	MEG_5085|Drugs|betalactams|Class_D_betalactamases|OXA	33
CD5_T1_B2	MEG_5154|Drugs|betalactams|Class_D_betalactamases|OXA	47
CD5_T1_B2	MEG_5156|Drugs|betalactams|Class_D_betalactamases|OXA	40
CD5_T1_B2	MEG_5178|Drugs|betalactams|Class_D_betalactamases|OXA	51
CD5_T1_B2	MEG_5397|Drugs|Fluoroquinolones|Fluoroquinolone_ABC_efflux_pump|PATA	59
CD5_T1_B2	MEG_5398|Drugs|Fluoroquinolones|Fluoroquinolone_ABC_efflux_pump|PATB	58
CD5_T1_B2	MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2	1343
CD5_T1_B2	MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B	979
CD5_T1_B2	MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF	624
CD5_T1_B2	MEG_6017|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	88
CD5_T1_B2	MEG_6018|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	96
CD5_T1_B2	MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	108
CD5_T1_B2	MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	169
CD5_T1_B2	MEG_6022|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	108
CD5_T1_B2	MEG_6023|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	82
CD5_T1_B2	MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	117
CD5_T1_B2	MEG_6028|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	78
CD5_T1_B2	MEG_6029|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	72
CD5_T1_B2	MEG_6030|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	87
CD5_T1_B2	MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	56
CD5_T1_B2	MEG_6057|Drugs|MLS|23S_rRNA_methyltransferases|RLMA	35
CD5_T1_B2	MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA	688
CD5_T1_B2	MEG_6165|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT	50
CD5_T1_B2	MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT	41
CD5_T1_B2	MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS	248
CD5_T1_B2	MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	12
CD5_T1_B2	MEG_6624|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	33
CD5_T1_B2	MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	20
CD5_T1_B2	MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	28
CD5_T1_B2	MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	23
CD5_T1_B2	MEG_6634|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	27
CD5_T1_B2	MEG_7015|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	292
CD5_T1_B2	MEG_7016|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	305
CD5_T1_B2	MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	615
CD5_T1_B2	MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	494
CD5_T1_B2	MEG_7026|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	205
CD5_T1_B2	MEG_7028|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	207
CD5_T1_B2	MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	331
CD5_T1_B2	MEG_7035|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|TETA46	213
CD5_T1_B2	MEG_7038|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB	42
CD5_T1_B2	MEG_7041|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB	41
CD5_T1_B2	MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB	61
CD5_T1_B2	MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB	79
CD5_T1_B2	MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB	121
CD5_T1_B2	MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD	220
CD5_T1_B2	MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL	112
CD5_T1_B2	MEG_7096|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL	77
CD5_T1_B2	MEG_7097|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL	101
CD5_T1_B2	MEG_7101|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL	92
CD5_T1_B2	MEG_7110|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	166
CD5_T1_B2	MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	93
CD5_T1_B2	MEG_7112|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	477
CD5_T1_B2	MEG_7113|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	402
CD5_T1_B2	MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	61
CD5_T1_B2	MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	163
CD5_T1_B2	MEG_7130|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	94
CD5_T1_B2	MEG_7133|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	232
CD5_T1_B2	MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	689
CD5_T1_B2	MEG_7143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	150
CD5_T1_B2	MEG_7204|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETU	1262
CD5_T1_B2	MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC	724
CD5_T1_B2	MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH	835
CD5_T1_B2	MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD	128
CD5_T1_B2	MEG_75|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	108
CD5_T1_B2	MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	42
CD5_T1_B2	MEG_769|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	28
CD5_T1_B2	MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI	1179
CD5_T1_B2	MEG_794|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	27
CD5_T1_B2	MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	33
CD5_T1_B2	MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	52
CD5_T1_B2	MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	34
CD5_T1_B2	MEG_84|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	28
CD5_T1_B2	MEG_85|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	9
CD5_T1_B2	MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	172
CD5_T1_B2	MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	52
CD5_T1_B2	MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	29
CD5_T1_B2	MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	26
CD5_T1_B6	MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	54
CD5_T1_B6	MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	31
CD5_T1_B6	MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	26
CD5_T1_B6	MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	25
CD5_T1_B6	MEG_1129|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	86
CD5_T1_B6	MEG_1135|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	160
CD5_T1_B6	MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA	415
CD5_T1_B6	MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA	67
CD5_T1_B6	MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA	171
CD5_T1_B6	MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER	174
CD5_T1_B6	MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES	242
CD5_T1_B6	MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES	162
CD5_T1_B6	MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	113
CD5_T1_B6	MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	124
CD5_T1_B6	MEG_1211|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	67
CD5_T1_B6	MEG_1563|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA	12
CD5_T1_B6	MEG_1755|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	96
CD5_T1_B6	MEG_1756|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	92
CD5_T1_B6	MEG_1766|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	105
CD5_T1_B6	MEG_1772|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	117
CD5_T1_B6	MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	386
CD5_T1_B6	MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	129
CD5_T1_B6	MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP	150
CD5_T1_B6	MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX	312
CD5_T1_B6	MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX	347
CD5_T1_B6	MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX	428
CD5_T1_B6	MEG_2517|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA	46
CD5_T1_B6	MEG_2577|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRE	10
CD5_T1_B6	MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF	69
CD5_T1_B6	MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG	26
CD5_T1_B6	MEG_2704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFMA	80
CD5_T1_B6	MEG_2706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA	35
CD5_T1_B6	MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA	85
CD5_T1_B6	MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA	230
CD5_T1_B6	MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB	120
CD5_T1_B6	MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB	161
CD5_T1_B6	MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	224
CD5_T1_B6	MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	202
CD5_T1_B6	MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK	153
CD5_T1_B6	MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK	94
CD5_T1_B6	MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR	126
CD5_T1_B6	MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY	204
CD5_T1_B6	MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY	153
CD5_T1_B6	MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA	463
CD5_T1_B6	MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	23
CD5_T1_B6	MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	26
CD5_T1_B6	MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	11
CD5_T1_B6	MEG_2807|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	17
CD5_T1_B6	MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS	785
CD5_T1_B6	MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW	184
CD5_T1_B6	MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX	212
CD5_T1_B6	MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS	85
CD5_T1_B6	MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES	113
CD5_T1_B6	MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE	156
CD5_T1_B6	MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN	135
CD5_T1_B6	MEG_3535|Drugs|betalactams|Class_A_betalactamases|LAP	316
CD5_T1_B6	MEG_3536|Drugs|betalactams|Class_A_betalactamases|LAP	168
CD5_T1_B6	MEG_3608|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA	170
CD5_T1_B6	MEG_364|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	28
CD5_T1_B6	MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA	35
CD5_T1_B6	MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA	23
CD5_T1_B6	MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR	63
CD5_T1_B6	MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA	69
CD5_T1_B6	MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA	98
CD5_T1_B6	MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA	298
CD5_T1_B6	MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB	772
CD5_T1_B6	MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC	848
CD5_T1_B6	MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE	390
CD5_T1_B6	MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF	916
CD5_T1_B6	MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG	190
CD5_T1_B6	MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH	283
CD5_T1_B6	MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI	73
CD5_T1_B6	MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ	57
CD5_T1_B6	MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK	121
CD5_T1_B6	MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK	155
CD5_T1_B6	MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM	193
CD5_T1_B6	MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM	134
CD5_T1_B6	MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN	330
CD5_T1_B6	MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO	592
CD5_T1_B6	MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP	442
CD5_T1_B6	MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA	296
CD5_T1_B6	MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB	732
CD5_T1_B6	MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB	97
CD5_T1_B6	MEG_405|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD	158
CD5_T1_B6	MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA	411
CD5_T1_B6	MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD	289
CD5_T1_B6	MEG_4071|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC	86
CD5_T1_B6	MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD	58
CD5_T1_B6	MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD	370
CD5_T1_B6	MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE	343
CD5_T1_B6	MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF	473
CD5_T1_B6	MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC	10
CD5_T1_B6	MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF	446
CD5_T1_B6	MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS	203
CD5_T1_B6	MEG_4421|Drugs|betalactams|Class_D_betalactamases|OXA	19
CD5_T1_B6	MEG_4765|Drugs|betalactams|Class_D_betalactamases|OXA	30
CD5_T1_B6	MEG_4770|Drugs|betalactams|Class_D_betalactamases|OXA	22
CD5_T1_B6	MEG_5064|Drugs|betalactams|Class_D_betalactamases|OXA	18
CD5_T1_B6	MEG_5154|Drugs|betalactams|Class_D_betalactamases|OXA	33
CD5_T1_B6	MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2	515
CD5_T1_B6	MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B	342
CD5_T1_B6	MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF	163
CD5_T1_B6	MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	55
CD5_T1_B6	MEG_6022|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	23
CD5_T1_B6	MEG_6023|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	21
CD5_T1_B6	MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	29
CD5_T1_B6	MEG_6028|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	23
CD5_T1_B6	MEG_6030|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	31
CD5_T1_B6	MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	22
CD5_T1_B6	MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA	228
CD5_T1_B6	MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS	80
CD5_T1_B6	MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	17
CD5_T1_B6	MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	17
CD5_T1_B6	MEG_7015|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	85
CD5_T1_B6	MEG_7016|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	135
CD5_T1_B6	MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	208
CD5_T1_B6	MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	216
CD5_T1_B6	MEG_7026|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	85
CD5_T1_B6	MEG_7028|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	95
CD5_T1_B6	MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	126
CD5_T1_B6	MEG_7035|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|TETA46	47
CD5_T1_B6	MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB	39
