gene_name	hits	sample
VFG000923(gb|NP_752600)	55	UC15_T1_B3
VFG000924(gb|NP_752610)	32	UC15_T1_B3
VFG000925(gb|NP_752606)	22	UC15_T1_B3
VFG000926(gb|NP_752608)	17	UC15_T1_B3
VFG000928(gb|NP_752607)	15	UC15_T1_B3
VFG000929(gb|NP_752599)	10	UC15_T1_B3
VFG000930(gb|NP_752604)	87	UC15_T1_B3
VFG000931(gb|NP_752611)	19	UC15_T1_B3
VFG000932(gb|NP_752612)	50	UC15_T1_B3
VFG000933(gb|NP_752613)	16	UC15_T1_B3
VFG000935(gb|NP_753164)	4	UC15_T1_B3
VFG000937(gb|NP_755499)	25	UC15_T1_B3
VFG000938(gb|NP_755500)	28	UC15_T1_B3
VFG000939(gb|NP_755501)	7	UC15_T1_B3
VFG000940(gb|NP_755502)	15	UC15_T1_B3
VFG001443(gb|AAF37887)	11	UC15_T1_B3
VFG001444(gb|AAG10151)	40	UC15_T1_B3
VFG001448(gb|AAA21682)	52	UC15_T1_B3
VFG001450(gb|AAA24046)	10	UC15_T1_B3
VFG001713(gb|NP_755457)	28	UC15_T1_B3
VFG002412(gb|NP_286009)	17	UC15_T1_B3
VFG002413(gb|NP_286011)	17	UC15_T1_B3
VFG002414(gb|NP_286010)	6	UC15_T1_B3
VFG002415(gb|NP_286008)	58	UC15_T1_B3
VFG002416(gb|NP_286007)	30	UC15_T1_B3
VFG002417(gb|NP_286006)	16	UC15_T1_B3
VFG012501(gb|NP_753165)	2	UC15_T1_B3
VFG012505(gb|NP_753166)	4	UC15_T1_B3
VFG012509(gb|NP_753167)	12	UC15_T1_B3
VFG012513(gb|NP_753168)	5	UC15_T1_B3
VFG034754(gb|NP_288154)	51	UC15_T1_B3
VFG034772(gb|NP_290644)	66	UC15_T1_B3
VFG034815(gb|NP_287686)	7	UC15_T1_B3
VFG034825(gb|NP_288394)	2	UC15_T1_B3
VFG034849(gb|NP_285716)	38	UC15_T1_B3
VFG034866(gb|NP_290672)	48	UC15_T1_B3
VFG034873(gb|NP_290699)	37	UC15_T1_B3
VFG034895(gb|NP_285753)	6	UC15_T1_B3
VFG034901(gb|NP_285765)	9	UC15_T1_B3
VFG034908(gb|NP_286160)	44	UC15_T1_B3
VFG034915(gb|NP_290352)	83	UC15_T1_B3
VFG044159(gb|NP_752602)	21	UC15_T1_B3
VFG044165(gb|NP_752609)	28	UC15_T1_B3
VFG044172(gb|NP_756180)	10	UC15_T1_B3
VFG045349(gb|YP_002390132)	86	UC15_T1_B3
VFG000347(gb|NP_438870)	13	UC15_T1_B3
VFG044323(gb|YP_002920243)	8	UC15_T1_B3
VFG044324(gb|YP_002920244)	10	UC15_T1_B3
VFG044325(gb|YP_002920245)	8	UC15_T1_B3
VFG044326(gb|YP_002920246)	17	UC15_T1_B3
VFG044327(gb|YP_002920247)	2	UC15_T1_B3
VFG044328(gb|YP_002920248)	93	UC15_T1_B3
VFG044329(gb|YP_002920249)	85	UC15_T1_B3
VFG044330(gb|YP_002920250)	10	UC15_T1_B3
VFG044331(gb|YP_002920251)	4	UC15_T1_B3
VFG044332(gb|YP_002920252)	14	UC15_T1_B3
VFG044333(gb|YP_002920253)	10	UC15_T1_B3
VFG048606(gb|YP_001688092.1)	2	UC15_T1_B3
VFG048621(gb|YP_001688090.1)	52	UC15_T1_B3
VFG048830(gb|YP_002920353.1)	2	UC15_T1_B3
VFG049120(gb|YP_002918207.1)	2	UC15_T1_B3
VFG049144(gb|YP_002918165.1)	7	UC15_T1_B3
VFG000615(gb|NP_709454)	22	UC15_T1_B3
VFG000616(gb|NP_709455)	20	UC15_T1_B3
VFG000617(gb|NP_709456)	26	UC15_T1_B3
VFG000618(gb|NP_709457)	13	UC15_T1_B3
VFG001827(gb|YP_406304)	38	UC15_T1_B3
VFG002046(gb|YP_404599)	13	UC15_T1_B3
VFG002047(gb|YP_404600)	30	UC15_T1_B3
VFG002048(gb|YP_404601)	33	UC15_T1_B3
VFG002049(gb|YP_404602)	27	UC15_T1_B3
VFG002050(gb|YP_404603)	9	UC15_T1_B3
VFG002051(gb|YP_404604)	17	UC15_T1_B3
VFG002052(gb|YP_404605)	5	UC15_T1_B3
VFG002053(gb|YP_404606)	7	UC15_T1_B3
VFG002054(gb|YP_404607)	26	UC15_T1_B3
VFG002055(gb|YP_404608)	20	UC15_T1_B3
VFG002056(gb|YP_404609)	4	UC15_T1_B3
VFG013063(gb|YP_405020)	11	UC15_T1_B3
VFG013064(gb|YP_405019)	31	UC15_T1_B3
VFG013065(gb|YP_405017)	29	UC15_T1_B3
VFG013067(gb|YP_405016)	2	UC15_T1_B3
VFG013068(gb|YP_405015)	5	UC15_T1_B3
VFG013069(gb|YP_405014)	3	UC15_T1_B3
VFG013070(gb|YP_405013)	7	UC15_T1_B3
VFG049899(gb|YP_309253.1)	6	UC15_T1_B3
VFG049904(gb|YP_309261.1)	53	UC15_T1_B3
VFG049911(gb|YP_309269.1)	2	UC15_T1_B3
VFG049913(gb|YP_309271.1)	7	UC15_T1_B3
VFG049914(gb|YP_309273.1)	3	UC15_T1_B3
VFG049916(gb|YP_309275.1)	12	UC15_T1_B3
VFG049917(gb|YP_309276.1)	5	UC15_T1_B3
VFG000358(gb|NP_405467)	23	UC15_T1_B3
VFG000359(gb|NP_405468)	14	UC15_T1_B3
VFG000360(gb|NP_405469)	5	UC15_T1_B3
VFG000361(gb|NP_405470)	8	UC15_T1_B3
VFG000362(gb|NP_405471)	167	UC15_T1_B3
VFG000363(gb|NP_405472)	56	UC15_T1_B3
VFG000364(gb|NP_405473)	16	UC15_T1_B3
VFG000365(gb|NP_405474)	24	UC15_T1_B3
VFG000366(gb|NP_405475)	33	UC15_T1_B3
VFG000367(gb|NP_405476)	13	UC15_T1_B3
VFG000368(gb|NP_405477)	9	UC15_T1_B3
VFG000871(gb|NP_757239)	9	SPORT4_T1_B8
VFG000872(gb|NP_757240)	4	SPORT4_T1_B8
VFG000873(gb|NP_757241)	3	SPORT4_T1_B8
VFG000875(gb|NP_757243)	8	SPORT4_T1_B8
VFG000876(gb|NP_757244)	14	SPORT4_T1_B8
VFG000877(gb|NP_757245)	5	SPORT4_T1_B8
VFG000878(gb|NP_757247)	4	SPORT4_T1_B8
VFG000879(gb|NP_757248)	3	SPORT4_T1_B8
VFG000923(gb|NP_752600)	19	SPORT4_T1_B8
VFG000924(gb|NP_752610)	3	SPORT4_T1_B8
VFG000926(gb|NP_752608)	3	SPORT4_T1_B8
VFG000928(gb|NP_752607)	4	SPORT4_T1_B8
VFG000929(gb|NP_752599)	10	SPORT4_T1_B8
VFG000930(gb|NP_752604)	19	SPORT4_T1_B8
VFG000931(gb|NP_752611)	8	SPORT4_T1_B8
VFG000932(gb|NP_752612)	8	SPORT4_T1_B8
VFG000933(gb|NP_752613)	9	SPORT4_T1_B8
VFG000936(gb|NP_755498)	4	SPORT4_T1_B8
VFG000937(gb|NP_755499)	2	SPORT4_T1_B8
VFG000938(gb|NP_755500)	2	SPORT4_T1_B8
VFG000940(gb|NP_755502)	5	SPORT4_T1_B8
VFG001443(gb|AAF37887)	11	SPORT4_T1_B8
VFG001444(gb|AAG10151)	12	SPORT4_T1_B8
VFG002412(gb|NP_286009)	6	SPORT4_T1_B8
VFG002413(gb|NP_286011)	6	SPORT4_T1_B8
VFG002414(gb|NP_286010)	6	SPORT4_T1_B8
VFG002415(gb|NP_286008)	15	SPORT4_T1_B8
VFG002416(gb|NP_286007)	22	SPORT4_T1_B8
VFG002417(gb|NP_286006)	2	SPORT4_T1_B8
VFG034754(gb|NP_288154)	20	SPORT4_T1_B8
VFG034772(gb|NP_290644)	21	SPORT4_T1_B8
VFG034849(gb|NP_285716)	14	SPORT4_T1_B8
VFG034866(gb|NP_290672)	10	SPORT4_T1_B8
VFG034873(gb|NP_290699)	6	SPORT4_T1_B8
VFG034895(gb|NP_285753)	4	SPORT4_T1_B8
VFG044159(gb|NP_752602)	4	SPORT4_T1_B8
VFG044165(gb|NP_752609)	5	SPORT4_T1_B8
VFG045349(gb|YP_002390132)	28	SPORT4_T1_B8
VFG013260(gb|NP_438427)	4	SPORT4_T1_B8
VFG013368(gb|NP_439034)	2	SPORT4_T1_B8
VFG044323(gb|YP_002920243)	4	SPORT4_T1_B8
VFG044324(gb|YP_002920244)	9	SPORT4_T1_B8
VFG044325(gb|YP_002920245)	8	SPORT4_T1_B8
VFG044328(gb|YP_002920248)	4	SPORT4_T1_B8
VFG044329(gb|YP_002920249)	24	SPORT4_T1_B8
VFG044330(gb|YP_002920250)	4	SPORT4_T1_B8
VFG044332(gb|YP_002920252)	8	SPORT4_T1_B8
VFG044333(gb|YP_002920253)	6	SPORT4_T1_B8
VFG049164(gb|YP_006635490.1)	7	SPORT4_T1_B8
VFG000615(gb|NP_709454)	4	SPORT4_T1_B8
VFG000616(gb|NP_709455)	2	SPORT4_T1_B8
VFG000617(gb|NP_709456)	8	SPORT4_T1_B8
VFG000619(gb|NP_709458)	2	SPORT4_T1_B8
VFG000630(gb|NP_708742)	21	SPORT4_T1_B8
VFG000669(gb|NP_706257)	3	SPORT4_T1_B8
VFG002046(gb|YP_404599)	2	SPORT4_T1_B8
VFG002047(gb|YP_404600)	17	SPORT4_T1_B8
VFG002048(gb|YP_404601)	8	SPORT4_T1_B8
VFG002049(gb|YP_404602)	23	SPORT4_T1_B8
VFG002051(gb|YP_404604)	3	SPORT4_T1_B8
VFG002052(gb|YP_404605)	2	SPORT4_T1_B8
VFG002054(gb|YP_404607)	5	SPORT4_T1_B8
VFG002055(gb|YP_404608)	2	SPORT4_T1_B8
VFG002056(gb|YP_404609)	3	SPORT4_T1_B8
VFG049898(gb|YP_309252.1)	7	SPORT4_T1_B8
VFG049899(gb|YP_309253.1)	15	SPORT4_T1_B8
VFG049900(gb|YP_309254.1)	3	SPORT4_T1_B8
VFG049910(gb|YP_309268.1)	4	SPORT4_T1_B8
VFG049911(gb|YP_309269.1)	12	SPORT4_T1_B8
VFG049912(gb|YP_309270.1)	5	SPORT4_T1_B8
VFG049913(gb|YP_309271.1)	10	SPORT4_T1_B8
VFG049914(gb|YP_309273.1)	3	SPORT4_T1_B8
VFG049915(gb|YP_309274.1)	9	SPORT4_T1_B8
VFG049916(gb|YP_309275.1)	13	SPORT4_T1_B8
VFG049917(gb|YP_309276.1)	11	SPORT4_T1_B8
VFG001355(gb|NP_346612)	2	SPORT4_T1_B8
VFG000358(gb|NP_405467)	4	SPORT4_T1_B8
VFG000359(gb|NP_405468)	11	SPORT4_T1_B8
VFG000360(gb|NP_405469)	4	SPORT4_T1_B8
VFG000361(gb|NP_405470)	6	SPORT4_T1_B8
VFG000362(gb|NP_405471)	41	SPORT4_T1_B8
VFG000363(gb|NP_405472)	24	SPORT4_T1_B8
VFG000364(gb|NP_405473)	4	SPORT4_T1_B8
VFG000365(gb|NP_405474)	10	SPORT4_T1_B8
VFG000367(gb|NP_405476)	4	SPORT4_T1_B8
VFG000368(gb|NP_405477)	6	SPORT4_T1_B8
VFG000874(gb|NP_757242)	2	SPORT17_T1_B3
VFG000876(gb|NP_757244)	2	SPORT17_T1_B3
VFG000878(gb|NP_757247)	2	SPORT17_T1_B3
VFG000879(gb|NP_757248)	3	SPORT17_T1_B3
VFG000884(gb|NP_755465)	2	SPORT17_T1_B3
VFG000902(gb|NP_755494)	2	SPORT17_T1_B3
VFG000906(gb|NP_755445)	4	SPORT17_T1_B3
VFG000914(gb|NP_753158)	2	SPORT17_T1_B3
VFG000921(gb|NP_756178)	4	SPORT17_T1_B3
VFG000922(gb|NP_756179)	2	SPORT17_T1_B3
VFG000923(gb|NP_752600)	4	SPORT17_T1_B3
VFG000925(gb|NP_752606)	4	SPORT17_T1_B3
VFG000930(gb|NP_752604)	2	SPORT17_T1_B3
VFG000931(gb|NP_752611)	2	SPORT17_T1_B3
VFG000932(gb|NP_752612)	6	SPORT17_T1_B3
VFG000935(gb|NP_753164)	5	SPORT17_T1_B3
VFG001448(gb|AAA21682)	6	SPORT17_T1_B3
VFG002415(gb|NP_286008)	2	SPORT17_T1_B3
VFG012327(gb|YP_540122)	2	SPORT17_T1_B3
VFG012337(gb|YP_540127)	2	SPORT17_T1_B3
VFG012501(gb|NP_753165)	4	SPORT17_T1_B3
VFG012505(gb|NP_753166)	4	SPORT17_T1_B3
VFG034754(gb|NP_288154)	2	SPORT17_T1_B3
VFG034772(gb|NP_290644)	4	SPORT17_T1_B3
VFG034849(gb|NP_285716)	4	SPORT17_T1_B3
VFG034866(gb|NP_290672)	2	SPORT17_T1_B3
VFG034901(gb|NP_285765)	2	SPORT17_T1_B3
VFG034908(gb|NP_286160)	3	SPORT17_T1_B3
VFG034915(gb|NP_290352)	2	SPORT17_T1_B3
VFG044159(gb|NP_752602)	2	SPORT17_T1_B3
VFG045349(gb|YP_002390132)	3	SPORT17_T1_B3
VFG000332(gb|NP_439271)	2	SPORT17_T1_B3
VFG013260(gb|NP_438427)	8	SPORT17_T1_B3
VFG013368(gb|NP_439034)	4	SPORT17_T1_B3
VFG044328(gb|YP_002920248)	2	SPORT17_T1_B3
VFG044329(gb|YP_002920249)	2	SPORT17_T1_B3
VFG044331(gb|YP_002920251)	4	SPORT17_T1_B3
VFG044333(gb|YP_002920253)	2	SPORT17_T1_B3
VFG037028(gb|NP_273273)	3	SPORT17_T1_B3
VFG000618(gb|NP_709457)	2	SPORT17_T1_B3
VFG002047(gb|YP_404600)	2	SPORT17_T1_B3
VFG002048(gb|YP_404601)	3	SPORT17_T1_B3
VFG002053(gb|YP_404606)	3	SPORT17_T1_B3
VFG013068(gb|YP_405015)	2	SPORT17_T1_B3
VFG049899(gb|YP_309253.1)	4	SPORT17_T1_B3
VFG049904(gb|YP_309261.1)	3	SPORT17_T1_B3
VFG049909(gb|YP_309267.1)	2	SPORT17_T1_B3
VFG049915(gb|YP_309274.1)	2	SPORT17_T1_B3
VFG049916(gb|YP_309275.1)	4	SPORT17_T1_B3
VFG049917(gb|YP_309276.1)	2	SPORT17_T1_B3
VFG001282(gb|NP_647237)	2	SPORT17_T1_B3
VFG001288(gb|NP_647406)	2	SPORT17_T1_B3
VFG001359(gb|NP_346089)	2	SPORT17_T1_B3
VFG001362(gb|NP_344620)	2	SPORT17_T1_B3
VFG000362(gb|NP_405471)	8	SPORT17_T1_B3
VFG000363(gb|NP_405472)	6	SPORT17_T1_B3
VFG000366(gb|NP_405475)	2	SPORT17_T1_B3
VFG000876(gb|NP_757244)	6	SPORT12_T1_B8
VFG000877(gb|NP_757245)	2	SPORT12_T1_B8
VFG000879(gb|NP_757248)	5	SPORT12_T1_B8
VFG000923(gb|NP_752600)	6	SPORT12_T1_B8
VFG000925(gb|NP_752606)	6	SPORT12_T1_B8
VFG000926(gb|NP_752608)	5	SPORT12_T1_B8
VFG000928(gb|NP_752607)	5	SPORT12_T1_B8
VFG000929(gb|NP_752599)	11	SPORT12_T1_B8
VFG000930(gb|NP_752604)	7	SPORT12_T1_B8
VFG000932(gb|NP_752612)	9	SPORT12_T1_B8
VFG001443(gb|AAF37887)	2	SPORT12_T1_B8
VFG001444(gb|AAG10151)	2	SPORT12_T1_B8
VFG002415(gb|NP_286008)	4	SPORT12_T1_B8
VFG034754(gb|NP_288154)	2	SPORT12_T1_B8
VFG034772(gb|NP_290644)	11	SPORT12_T1_B8
VFG034866(gb|NP_290672)	6	SPORT12_T1_B8
VFG034873(gb|NP_290699)	6	SPORT12_T1_B8
VFG044159(gb|NP_752602)	4	SPORT12_T1_B8
VFG045349(gb|YP_002390132)	2	SPORT12_T1_B8
VFG013260(gb|NP_438427)	3	SPORT12_T1_B8
VFG044325(gb|YP_002920245)	2	SPORT12_T1_B8
VFG044326(gb|YP_002920246)	4	SPORT12_T1_B8
VFG044328(gb|YP_002920248)	4	SPORT12_T1_B8
VFG044329(gb|YP_002920249)	8	SPORT12_T1_B8
VFG048621(gb|YP_001688090.1)	2	SPORT12_T1_B8
VFG049144(gb|YP_002918165.1)	2	SPORT12_T1_B8
VFG049148(gb|YP_006635474.1)	2	SPORT12_T1_B8
VFG049154(gb|YP_006635480.1)	2	SPORT12_T1_B8
VFG049155(gb|YP_006635481.1)	2	SPORT12_T1_B8
VFG049156(gb|YP_006635482.1)	4	SPORT12_T1_B8
VFG049157(gb|YP_006635483.1)	4	SPORT12_T1_B8
VFG049162(gb|YP_006635488.1)	2	SPORT12_T1_B8
VFG002047(gb|YP_404600)	2	SPORT12_T1_B8
VFG002049(gb|YP_404602)	2	SPORT12_T1_B8
VFG002050(gb|YP_404603)	2	SPORT12_T1_B8
VFG002053(gb|YP_404606)	4	SPORT12_T1_B8
VFG002054(gb|YP_404607)	2	SPORT12_T1_B8
VFG049905(gb|YP_309263.1)	2	SPORT12_T1_B8
VFG049909(gb|YP_309267.1)	4	SPORT12_T1_B8
VFG049910(gb|YP_309268.1)	2	SPORT12_T1_B8
VFG049911(gb|YP_309269.1)	4	SPORT12_T1_B8
VFG049914(gb|YP_309273.1)	4	SPORT12_T1_B8
VFG049916(gb|YP_309275.1)	7	SPORT12_T1_B8
VFG049917(gb|YP_309276.1)	6	SPORT12_T1_B8
VFG002420(gb|NP_644838)	2	SPORT12_T1_B8
VFG000362(gb|NP_405471)	8	SPORT12_T1_B8
VFG000363(gb|NP_405472)	16	SPORT12_T1_B8
VFG000365(gb|NP_405474)	2	SPORT12_T1_B8
VFG000367(gb|NP_405476)	2	SPORT12_T1_B8
VFG000879(gb|NP_757248)	2	SFM038_T4_B3
VFG000917(gb|NP_756170)	2	SFM038_T4_B3
VFG000938(gb|NP_755500)	3	SFM038_T4_B3
VFG002415(gb|NP_286008)	2	SFM038_T4_B3
VFG013260(gb|NP_438427)	4	SFM038_T4_B3
VFG000618(gb|NP_709457)	2	SFM038_T4_B3
VFG001827(gb|YP_406304)	2	SFM038_T4_B3
VFG001354(gb|NP_345414)	3	SFM038_T4_B3
VFG000361(gb|NP_405470)	2	SFM038_T4_B3
VFG000362(gb|NP_405471)	2	SFM038_T4_B3
VFG000871(gb|NP_757239)	3	SFM038_T3_B3
VFG000872(gb|NP_757240)	2	SFM038_T3_B3
VFG000874(gb|NP_757242)	3	SFM038_T3_B3
VFG000875(gb|NP_757243)	5	SFM038_T3_B3
VFG000876(gb|NP_757244)	13	SFM038_T3_B3
VFG000877(gb|NP_757245)	2	SFM038_T3_B3
VFG000878(gb|NP_757247)	2	SFM038_T3_B3
VFG000902(gb|NP_755494)	4	SFM038_T3_B3
VFG000919(gb|NP_756176)	2	SFM038_T3_B3
VFG000922(gb|NP_756179)	2	SFM038_T3_B3
VFG000923(gb|NP_752600)	13	SFM038_T3_B3
VFG000924(gb|NP_752610)	4	SFM038_T3_B3
VFG000926(gb|NP_752608)	4	SFM038_T3_B3
VFG000928(gb|NP_752607)	4	SFM038_T3_B3
VFG000929(gb|NP_752599)	3	SFM038_T3_B3
VFG000930(gb|NP_752604)	20	SFM038_T3_B3
VFG000931(gb|NP_752611)	7	SFM038_T3_B3
VFG000932(gb|NP_752612)	11	SFM038_T3_B3
VFG000933(gb|NP_752613)	2	SFM038_T3_B3
VFG000938(gb|NP_755500)	2	SFM038_T3_B3
VFG001443(gb|AAF37887)	8	SFM038_T3_B3
VFG001444(gb|AAG10151)	5	SFM038_T3_B3
VFG034754(gb|NP_288154)	7	SFM038_T3_B3
VFG034772(gb|NP_290644)	12	SFM038_T3_B3
VFG034815(gb|NP_287686)	2	SFM038_T3_B3
VFG034866(gb|NP_290672)	9	SFM038_T3_B3
VFG034873(gb|NP_290699)	14	SFM038_T3_B3
VFG034880(gb|NP_290952)	6	SFM038_T3_B3
VFG034895(gb|NP_285753)	2	SFM038_T3_B3
VFG034915(gb|NP_290352)	3	SFM038_T3_B3
VFG044159(gb|NP_752602)	2	SFM038_T3_B3
VFG044165(gb|NP_752609)	7	SFM038_T3_B3
VFG045349(gb|YP_002390132)	11	SFM038_T3_B3
VFG044323(gb|YP_002920243)	2	SFM038_T3_B3
VFG044329(gb|YP_002920249)	2	SFM038_T3_B3
VFG002067(gb|NP_248771)	2	SFM038_T3_B3
VFG000503(gb|NP_460367)	2	SFM038_T3_B3
VFG000615(gb|NP_709454)	2	SFM038_T3_B3
VFG001827(gb|YP_406304)	3	SFM038_T3_B3
VFG002047(gb|YP_404600)	4	SFM038_T3_B3
VFG002048(gb|YP_404601)	3	SFM038_T3_B3
VFG002049(gb|YP_404602)	2	SFM038_T3_B3
VFG002053(gb|YP_404606)	8	SFM038_T3_B3
VFG002054(gb|YP_404607)	2	SFM038_T3_B3
VFG002055(gb|YP_404608)	7	SFM038_T3_B3
VFG049916(gb|YP_309275.1)	5	SFM038_T3_B3
VFG000358(gb|NP_405467)	3	SFM038_T3_B3
VFG000362(gb|NP_405471)	10	SFM038_T3_B3
VFG000363(gb|NP_405472)	3	SFM038_T3_B3
VFG000364(gb|NP_405473)	4	SFM038_T3_B3
VFG000367(gb|NP_405476)	2	SFM038_T3_B3
VFG000872(gb|NP_757240)	2	SFM038_T2_B3
VFG000874(gb|NP_757242)	7	SFM038_T2_B3
VFG000875(gb|NP_757243)	4	SFM038_T2_B3
VFG000876(gb|NP_757244)	20	SFM038_T2_B3
VFG000877(gb|NP_757245)	2	SFM038_T2_B3
VFG000878(gb|NP_757247)	6	SFM038_T2_B3
VFG000879(gb|NP_757248)	4	SFM038_T2_B3
VFG000902(gb|NP_755494)	2	SFM038_T2_B3
VFG000923(gb|NP_752600)	7	SFM038_T2_B3
VFG000924(gb|NP_752610)	7	SFM038_T2_B3
VFG000925(gb|NP_752606)	11	SFM038_T2_B3
VFG000928(gb|NP_752607)	10	SFM038_T2_B3
VFG000929(gb|NP_752599)	3	SFM038_T2_B3
VFG000930(gb|NP_752604)	45	SFM038_T2_B3
VFG000931(gb|NP_752611)	11	SFM038_T2_B3
VFG000932(gb|NP_752612)	13	SFM038_T2_B3
VFG000933(gb|NP_752613)	4	SFM038_T2_B3
VFG001443(gb|AAF37887)	10	SFM038_T2_B3
VFG001444(gb|AAG10151)	7	SFM038_T2_B3
VFG034754(gb|NP_288154)	7	SFM038_T2_B3
VFG034772(gb|NP_290644)	9	SFM038_T2_B3
VFG034815(gb|NP_287686)	4	SFM038_T2_B3
VFG034849(gb|NP_285716)	12	SFM038_T2_B3
VFG034866(gb|NP_290672)	6	SFM038_T2_B3
VFG034873(gb|NP_290699)	7	SFM038_T2_B3
VFG034880(gb|NP_290952)	7	SFM038_T2_B3
VFG034915(gb|NP_290352)	2	SFM038_T2_B3
VFG044159(gb|NP_752602)	11	SFM038_T2_B3
VFG044165(gb|NP_752609)	7	SFM038_T2_B3
VFG045349(gb|YP_002390132)	19	SFM038_T2_B3
VFG013368(gb|NP_439034)	2	SFM038_T2_B3
VFG044329(gb|YP_002920249)	4	SFM038_T2_B3
VFG002046(gb|YP_404599)	4	SFM038_T2_B3
VFG002047(gb|YP_404600)	9	SFM038_T2_B3
VFG002049(gb|YP_404602)	10	SFM038_T2_B3
VFG002052(gb|YP_404605)	2	SFM038_T2_B3
VFG002053(gb|YP_404606)	3	SFM038_T2_B3
VFG002054(gb|YP_404607)	7	SFM038_T2_B3
VFG002055(gb|YP_404608)	13	SFM038_T2_B3
VFG002056(gb|YP_404609)	6	SFM038_T2_B3
VFG049898(gb|YP_309252.1)	2	SFM038_T2_B3
VFG049899(gb|YP_309253.1)	4	SFM038_T2_B3
VFG049913(gb|YP_309271.1)	3	SFM038_T2_B3
VFG049916(gb|YP_309275.1)	13	SFM038_T2_B3
VFG049917(gb|YP_309276.1)	12	SFM038_T2_B3
VFG000362(gb|NP_405471)	8	SFM038_T2_B3
VFG000363(gb|NP_405472)	4	SFM038_T2_B3
VFG000876(gb|NP_757244)	2	SFM038_T1_B3
VFG000936(gb|NP_755498)	2	SFM038_T1_B3
VFG043518(gb|AAN12397)	6	SFM037_T4_B3
VFG000871(gb|NP_757239)	3	SFM037_T4_B3
VFG000872(gb|NP_757240)	6	SFM037_T4_B3
VFG000873(gb|NP_757241)	2	SFM037_T4_B3
VFG000874(gb|NP_757242)	3	SFM037_T4_B3
VFG000875(gb|NP_757243)	8	SFM037_T4_B3
VFG000876(gb|NP_757244)	28	SFM037_T4_B3
VFG000877(gb|NP_757245)	5	SFM037_T4_B3
VFG000878(gb|NP_757247)	4	SFM037_T4_B3
VFG000879(gb|NP_757248)	3	SFM037_T4_B3
VFG000905(gb|NP_755444)	2	SFM037_T4_B3
VFG000906(gb|NP_755445)	34	SFM037_T4_B3
VFG000907(gb|NP_755448)	12	SFM037_T4_B3
VFG000908(gb|NP_755449)	5	SFM037_T4_B3
VFG000923(gb|NP_752600)	32	SFM037_T4_B3
VFG000924(gb|NP_752610)	6	SFM037_T4_B3
VFG000925(gb|NP_752606)	4	SFM037_T4_B3
VFG000926(gb|NP_752608)	3	SFM037_T4_B3
VFG000928(gb|NP_752607)	6	SFM037_T4_B3
VFG000929(gb|NP_752599)	3	SFM037_T4_B3
VFG000930(gb|NP_752604)	29	SFM037_T4_B3
VFG000932(gb|NP_752612)	12	SFM037_T4_B3
VFG000933(gb|NP_752613)	10	SFM037_T4_B3
VFG000935(gb|NP_753164)	4	SFM037_T4_B3
VFG000936(gb|NP_755498)	11	SFM037_T4_B3
VFG000938(gb|NP_755500)	3	SFM037_T4_B3
VFG000940(gb|NP_755502)	5	SFM037_T4_B3
VFG001443(gb|AAF37887)	5	SFM037_T4_B3
VFG001444(gb|AAG10151)	10	SFM037_T4_B3
VFG002412(gb|NP_286009)	4	SFM037_T4_B3
VFG002414(gb|NP_286010)	6	SFM037_T4_B3
VFG002415(gb|NP_286008)	29	SFM037_T4_B3
VFG002416(gb|NP_286007)	12	SFM037_T4_B3
VFG002417(gb|NP_286006)	5	SFM037_T4_B3
VFG012501(gb|NP_753165)	10	SFM037_T4_B3
VFG012505(gb|NP_753166)	8	SFM037_T4_B3
VFG034754(gb|NP_288154)	9	SFM037_T4_B3
VFG034772(gb|NP_290644)	6	SFM037_T4_B3
VFG034815(gb|NP_287686)	6	SFM037_T4_B3
VFG034849(gb|NP_285716)	16	SFM037_T4_B3
VFG034866(gb|NP_290672)	3	SFM037_T4_B3
VFG034873(gb|NP_290699)	6	SFM037_T4_B3
VFG044159(gb|NP_752602)	9	SFM037_T4_B3
VFG044165(gb|NP_752609)	12	SFM037_T4_B3
VFG045349(gb|YP_002390132)	53	SFM037_T4_B3
VFG013260(gb|NP_438427)	3	SFM037_T4_B3
VFG048277(gb|YP_002921140.1)	2	SFM037_T4_B3
VFG048468(gb|YP_002918373.1)	3	SFM037_T4_B3
VFG048498(gb|YP_002918370.1)	2	SFM037_T4_B3
VFG048693(gb|YP_005226603.1)	4	SFM037_T4_B3
VFG048704(gb|YP_005226604.1)	2	SFM037_T4_B3
VFG048751(gb|YP_005226614.1)	3	SFM037_T4_B3
VFG048808(gb|YP_002920351.1)	4	SFM037_T4_B3
VFG049144(gb|YP_002918165.1)	4	SFM037_T4_B3
VFG000615(gb|NP_709454)	7	SFM037_T4_B3
VFG000616(gb|NP_709455)	11	SFM037_T4_B3
VFG000617(gb|NP_709456)	20	SFM037_T4_B3
VFG000618(gb|NP_709457)	4	SFM037_T4_B3
VFG000619(gb|NP_709458)	10	SFM037_T4_B3
VFG000630(gb|NP_708742)	14	SFM037_T4_B3
VFG002046(gb|YP_404599)	2	SFM037_T4_B3
VFG002047(gb|YP_404600)	18	SFM037_T4_B3
VFG002048(gb|YP_404601)	14	SFM037_T4_B3
VFG002049(gb|YP_404602)	15	SFM037_T4_B3
VFG002050(gb|YP_404603)	3	SFM037_T4_B3
VFG002053(gb|YP_404606)	2	SFM037_T4_B3
VFG002054(gb|YP_404607)	11	SFM037_T4_B3
VFG002055(gb|YP_404608)	7	SFM037_T4_B3
