gene_name	hits	sample
VFG002195(gb|NP_814561)	2	UC8_T3_B4
VFG000903(gb|NP_752289)	2	UC8_T3_B4
VFG000906(gb|NP_755445)	2	UC8_T3_B4
VFG000914(gb|NP_753158)	2	UC8_T3_B4
VFG000923(gb|NP_752600)	2	UC8_T3_B4
VFG000924(gb|NP_752610)	2	UC8_T3_B4
VFG000925(gb|NP_752606)	2	UC8_T3_B4
VFG000928(gb|NP_752607)	2	UC8_T3_B4
VFG001444(gb|AAG10151)	4	UC8_T3_B4
VFG012513(gb|NP_753168)	2	UC8_T3_B4
VFG034754(gb|NP_288154)	4	UC8_T3_B4
VFG034866(gb|NP_290672)	6	UC8_T3_B4
VFG034873(gb|NP_290699)	2	UC8_T3_B4
VFG044159(gb|NP_752602)	2	UC8_T3_B4
VFG044165(gb|NP_752609)	8	UC8_T3_B4
VFG013260(gb|NP_438427)	7	UC8_T3_B4
VFG013286(gb|NP_438515)	2	UC8_T3_B4
VFG013368(gb|NP_439034)	6	UC8_T3_B4
VFG043626(gb|YP_002921127)	2	UC8_T3_B4
VFG044328(gb|YP_002920248)	2	UC8_T3_B4
VFG048459(gb|YP_002918375.1)	2	UC8_T3_B4
VFG048980(gb|YP_002920367.1)	2	UC8_T3_B4
VFG049148(gb|YP_006635474.1)	4	UC8_T3_B4
VFG049149(gb|YP_006635475.1)	2	UC8_T3_B4
VFG049157(gb|YP_006635483.1)	3	UC8_T3_B4
VFG049916(gb|YP_309275.1)	2	UC8_T3_B4
VFG049917(gb|YP_309276.1)	5	UC8_T3_B4
VFG001376(gb|NP_344893)	2	UC8_T3_B4
VFG043442(gi:29377518)	2	UC8_T3_B4
VFG045681(gi:384513878)	2	UC8_T3_B4
VFG000927(gi:26246566)	6	UC8_T3_B4
VFG001731(gi:26249445)	2	UC8_T3_B4
VFG012237(gi:91213840)	2	UC8_T3_B4
VFG012270(gi:16132134)	2	UC8_T3_B4
VFG012319(gi:16132141)	2	UC8_T3_B4
VFG012484(gi:110643969)	2	UC8_T3_B4
VFG012500(gi:88770271)	2	UC8_T3_B4
VFG012531(gi:26248272)	2	UC8_T3_B4
VFG012533(gi:91211195)	2	UC8_T3_B4
VFG012541(gi:91211197)	2	UC8_T3_B4
VFG012550(gi:117624162)	2	UC8_T3_B4
VFG012557(gi:91211201)	2	UC8_T3_B4
VFG018198(gi:16128278)	3	UC8_T3_B4
VFG018211(gi:16128276)	3	UC8_T3_B4
VFG018218(gi:16128275)	2	UC8_T3_B4
VFG033278(gi:260871037)	3	UC8_T3_B4
VFG033280(gi:410482683)	2	UC8_T3_B4
VFG033284(gi:387607091)	2	UC8_T3_B4
VFG033335(gi:410482685)	4	UC8_T3_B4
VFG033345(gi:157157856)	2	UC8_T3_B4
VFG033369(gi:387615053)	3	UC8_T3_B4
VFG033825(gi:386630755)	2	UC8_T3_B4
VFG033838(gi:260855975)	2	UC8_T3_B4
VFG033845(gi:386622094)	4	UC8_T3_B4
VFG033893(gi:386617330)	2	UC8_T3_B4
VFG034012(gi:387607658)	2	UC8_T3_B4
VFG034013(gi:218699464)	2	UC8_T3_B4
VFG034032(gi:386619562)	2	UC8_T3_B4
VFG034053(gi:386599809)	2	UC8_T3_B4
VFG034071(gi:386624595)	2	UC8_T3_B4
VFG034073(gi:222156711)	2	UC8_T3_B4
VFG034095(gi:218695586)	2	UC8_T3_B4
VFG034101(gi:218705472)	4	UC8_T3_B4
VFG034104(gi:386599812)	2	UC8_T3_B4
VFG034105(gi:386624597)	3	UC8_T3_B4
VFG034108(gi:387617311)	2	UC8_T3_B4
VFG034113(gi:387607664)	2	UC8_T3_B4
VFG034114(gi:218699458)	2	UC8_T3_B4
VFG034119(gi:387612532)	13	UC8_T3_B4
VFG034121(gi:386599813)	4	UC8_T3_B4
VFG034158(gi:222156716)	2	UC8_T3_B4
VFG034160(gi:410482035)	2	UC8_T3_B4
VFG034170(gi:387612535)	4	UC8_T3_B4
VFG034189(gi:386599817)	4	UC8_T3_B4
VFG034194(gi:387606979)	2	UC8_T3_B4
VFG034214(gi:218534497)	2	UC8_T3_B4
VFG034227(gi:218534496)	2	UC8_T3_B4
VFG034275(gi:218707130)	2	UC8_T3_B4
VFG034377(gi:209398384)	2	UC8_T3_B4
VFG034464(gi:260853521)	2	UC8_T3_B4
VFG034475(gi:157154909)	2	UC8_T3_B4
VFG034476(gi:387610823)	2	UC8_T3_B4
VFG034481(gi:443616322)	2	UC8_T3_B4
VFG034483(gi:222155097)	3	UC8_T3_B4
VFG034492(gi:260853520)	4	UC8_T3_B4
VFG034556(gi:410484074)	2	UC8_T3_B4
VFG034565(gi:157156471)	2	UC8_T3_B4
VFG034566(gi:387610830)	2	UC8_T3_B4
VFG034570(gi:443616331)	6	UC8_T3_B4
VFG034605(gi:260869848)	2	UC8_T3_B4
VFG034606(gi:260857223)	2	UC8_T3_B4
VFG034611(gi:218701868)	2	UC8_T3_B4
VFG034612(gi:157155469)	2	UC8_T3_B4
VFG034635(gi:218701866)	2	UC8_T3_B4
VFG034677(gi:387611073)	2	UC8_T3_B4
VFG034687(gi:15804551)	2	UC8_T3_B4
VFG034718(gi:157157305)	2	UC8_T3_B4
VFG034719(gi:387614643)	2	UC8_T3_B4
VFG034720(gi:386616783)	4	UC8_T3_B4
VFG034724(gi:443615443)	2	UC8_T3_B4
VFG034757(gi:387506964)	2	UC8_T3_B4
VFG034777(gi:260870723)	2	UC8_T3_B4
VFG034823(gi:260867911)	3	UC8_T3_B4
VFG034857(gi:260866172)	2	UC8_T3_B4
VFG034858(gi:260853232)	6	UC8_T3_B4
VFG034875(gi:291285483)	4	UC8_T3_B4
VFG034919(gi:209399167)	2	UC8_T3_B4
VFG035102(gi:26249221)	2	UC8_T3_B4
VFG035185(gi:26249227)	2	UC8_T3_B4
VFG035402(gi:218696591)	2	UC8_T3_B4
VFG035477(gi:218703467)	3	UC8_T3_B4
VFG035575(gi:387605692)	4	UC8_T3_B4
VFG035846(gi:410482731)	2	UC8_T3_B4
VFG035849(gi:157158133)	2	UC8_T3_B4
VFG035850(gi:386613955)	3	UC8_T3_B4
VFG035937(gi:387609441)	2	UC8_T3_B4
VFG035944(gi:117625880)	2	UC8_T3_B4
VFG035950(gi:260846630)	2	UC8_T3_B4
VFG035951(gi:260870335)	2	UC8_T3_B4
VFG035956(gi:218697326)	2	UC8_T3_B4
VFG035964(gi:386626424)	2	UC8_T3_B4
VFG035967(gi:222158308)	2	UC8_T3_B4
VFG035983(gi:260853544)	2	UC8_T3_B4
VFG036000(gi:218693832)	2	UC8_T3_B4
VFG036004(gi:386612565)	2	UC8_T3_B4
VFG036019(gi:410480204)	4	UC8_T3_B4
VFG036022(gi:387610190)	2	UC8_T3_B4
VFG036024(gi:157158925)	6	UC8_T3_B4
VFG036031(gi:26246247)	2	UC8_T3_B4
VFG036051(gi:260867588)	2	UC8_T3_B4
VFG036058(gi:218704697)	2	UC8_T3_B4
VFG040953(gi:157154920)	2	UC8_T3_B4
VFG040997	5	UC8_T3_B4
VFG040998	13	UC8_T3_B4
VFG041003(gi:284924301)	4	UC8_T3_B4
VFG042078(gi:15832985)	3	UC8_T3_B4
VFG042081(gi:15832984)	4	UC8_T3_B4
VFG042084(gi:15832979)	3	UC8_T3_B4
VFG042087(gi:15832973)	5	UC8_T3_B4
VFG042090(gi:15832972)	2	UC8_T3_B4
VFG042091(gi:15832969)	2	UC8_T3_B4
VFG042092(gi:15832970)	3	UC8_T3_B4
VFG042093(gi:15832967)	2	UC8_T3_B4
VFG042095(gi:15832966)	2	UC8_T3_B4
VFG042097(gi:15832963)	3	UC8_T3_B4
VFG042402(gi:15800802)	5	UC8_T3_B4
VFG042403(gi:15800803)	3	UC8_T3_B4
VFG042404(gi:15804987)	6	UC8_T3_B4
VFG042591(gi:46487740)	3	UC8_T3_B4
VFG042592(gi:46487741)	3	UC8_T3_B4
VFG042593(gi:46487742)	5	UC8_T3_B4
VFG042715(gi:15801633)	3	UC8_T3_B4
VFG042718(gi:15801636)	2	UC8_T3_B4
VFG042728(gi:15801157)	2	UC8_T3_B4
VFG042729(gi:15801158)	2	UC8_T3_B4
VFG042731(gi:15801160)	2	UC8_T3_B4
VFG042799(gi:15799791)	2	UC8_T3_B4
VFG043072(gi:15801187)	2	UC8_T3_B4
VFG043073(gi:15801189)	2	UC8_T3_B4
VFG043076(gi:15801192)	2	UC8_T3_B4
VFG043077(gi:15801193)	6	UC8_T3_B4
VFG043081(gi:15801197)	4	UC8_T3_B4
VFG043083(gi:15801199)	11	UC8_T3_B4
VFG043084(gi:15801200)	6	UC8_T3_B4
VFG043086(gi:15802291)	4	UC8_T3_B4
VFG043087(gi:15802292)	2	UC8_T3_B4
VFG043088(gi:15802293)	4	UC8_T3_B4
VFG043089(gi:15802294)	2	UC8_T3_B4
VFG043090(gi:15802295)	4	UC8_T3_B4
VFG043091(gi:15802296)	4	UC8_T3_B4
VFG043092(gi:15802298)	6	UC8_T3_B4
VFG043093(gi:15802299)	4	UC8_T3_B4
VFG043094(gi:15802300)	13	UC8_T3_B4
VFG043095(gi:15802301)	4	UC8_T3_B4
VFG043096(gi:15802302)	2	UC8_T3_B4
VFG043099(gi:15802355)	3	UC8_T3_B4
VFG043101(gi:15802357)	2	UC8_T3_B4
VFG043102(gi:15802358)	4	UC8_T3_B4
VFG043103(gi:15802359)	4	UC8_T3_B4
VFG043104(gi:15802360)	2	UC8_T3_B4
VFG043105(gi:15802361)	3	UC8_T3_B4
VFG043107(gi:15802373)	2	UC8_T3_B4
VFG043108(gi:15802374)	2	UC8_T3_B4
VFG043109(gi:161367588)	3	UC8_T3_B4
VFG043110(gi:161367587)	6	UC8_T3_B4
VFG043112(gi:15802378)	2	UC8_T3_B4
VFG043114(gi:15802380)	2	UC8_T3_B4
VFG043115(gi:15802381)	2	UC8_T3_B4
VFG043117(gi:15802383)	4	UC8_T3_B4
VFG043119(gi:15802385)	4	UC8_T3_B4
VFG043120(gi:15802868)	2	UC8_T3_B4
VFG043544(gi:15800816)	6	UC8_T3_B4
VFG043545(gi:218560235)	8	UC8_T3_B4
VFG043693(gi:112292718)	2	UC8_T3_B4
VFG045792	4	UC8_T3_B4
VFG045821	2	UC8_T3_B4
VFG045839	2	UC8_T3_B4
VFG045856	2	UC8_T3_B4
VFG045865	2	UC8_T3_B4
VFG045878	2	UC8_T3_B4
VFG045896	2	UC8_T3_B4
VFG045900	2	UC8_T3_B4
VFG045906	2	UC8_T3_B4
VFG045915	4	UC8_T3_B4
VFG045931	2	UC8_T3_B4
VFG045948	2	UC8_T3_B4
VFG045974	4	UC8_T3_B4
VFG046007	2	UC8_T3_B4
VFG046011	2	UC8_T3_B4
VFG046065	2	UC8_T3_B4
VFG046068	4	UC8_T3_B4
VFG046073	2	UC8_T3_B4
VFG046099	2	UC8_T3_B4
VFG046113	2	UC8_T3_B4
VFG013370(gi:148826482)	2	UC8_T3_B4
VFG013401(gi:68249659)	2	UC8_T3_B4
VFG013402(gi:148826280)	2	UC8_T3_B4
VFG040960(gi:206577210)	5	UC8_T3_B4
VFG040961(gi:206578391)	2	UC8_T3_B4
VFG040965(gi:206580315)	2	UC8_T3_B4
VFG040968(gi:206576722)	2	UC8_T3_B4
VFG043615(gi:206577173)	2	UC8_T3_B4
VFG048270	2	UC8_T3_B4
VFG048279	6	UC8_T3_B4
VFG048371	2	UC8_T3_B4
VFG048375	5	UC8_T3_B4
VFG048380	2	UC8_T3_B4
VFG048383	4	UC8_T3_B4
VFG048399	3	UC8_T3_B4
VFG048411	2	UC8_T3_B4
VFG048414	2	UC8_T3_B4
VFG048424	2	UC8_T3_B4
VFG048434	3	UC8_T3_B4
VFG048493	2	UC8_T3_B4
VFG048499	2	UC8_T3_B4
VFG048500	2	UC8_T3_B4
VFG048540	3	UC8_T3_B4
VFG048558	2	UC8_T3_B4
VFG048561	2	UC8_T3_B4
VFG048565	2	UC8_T3_B4
VFG048576	2	UC8_T3_B4
VFG048577	2	UC8_T3_B4
VFG048580	4	UC8_T3_B4
VFG048581	2	UC8_T3_B4
VFG048586	2	UC8_T3_B4
VFG048592	2	UC8_T3_B4
VFG048596	2	UC8_T3_B4
VFG048598	3	UC8_T3_B4
VFG048749	2	UC8_T3_B4
VFG048806	2	UC8_T3_B4
VFG048840	2	UC8_T3_B4
VFG048938	2	UC8_T3_B4
VFG048954	2	UC8_T3_B4
VFG048966	2	UC8_T3_B4
VFG048986	2	UC8_T3_B4
VFG049000	2	UC8_T3_B4
VFG049013	2	UC8_T3_B4
VFG049055	2	UC8_T3_B4
VFG049057	2	UC8_T3_B4
VFG049066	2	UC8_T3_B4
VFG049070	2	UC8_T3_B4
VFG049077	2	UC8_T3_B4
VFG049086	2	UC8_T3_B4
VFG049103	2	UC8_T3_B4
VFG049137	2	UC8_T3_B4
VFG049189	2	UC8_T3_B4
VFG049190	2	UC8_T3_B4
VFG049205	2	UC8_T3_B4
VFG049251	2	UC8_T3_B4
VFG049256	2	UC8_T3_B4
VFG049265	2	UC8_T3_B4
VFG049292	2	UC8_T3_B4
VFG009714(gi:41408918)	2	UC8_T3_B4
VFG009720(gi:120403451)	2	UC8_T3_B4
VFG022866(gi:333991084)	42	UC8_T3_B4
VFG024128(gi:406031675)	2	UC8_T3_B4
VFG024129(gi:387876811)	4	UC8_T3_B4
VFG026984(gi:499075370)	2	UC8_T3_B4
VFG016470(gi:72080990)	3	UC8_T3_B4
VFG000477(gi:16766230)	2	UC8_T3_B4
VFG043042(gi:16765263)	2	UC8_T3_B4
VFG012785(gi:3776756)	80	UC8_T3_B4
VFG012856(gi:3799473)	2	UC8_T3_B4
VFG012874(gi:30064027)	8	UC8_T3_B4
VFG012973(gi:82775876)	2	UC8_T3_B4
VFG012977(gi:82543042)	2	UC8_T3_B4
VFG012984(gi:74311130)	2	UC8_T3_B4
VFG012993(gi:1078241)	2	UC8_T3_B4
VFG012994(gi:4209472)	2	UC8_T3_B4
VFG012996(gi:74311128)	2	UC8_T3_B4
VFG013002(gi:74311121)	6	UC8_T3_B4
VFG013006(gi:110804572)	3	UC8_T3_B4
VFG013010(gi:24111929)	2	UC8_T3_B4
VFG013012(gi:110804573)	2	UC8_T3_B4
VFG013024(gi:110804579)	3	UC8_T3_B4
VFG013028(gi:24111936)	2	UC8_T3_B4
VFG013036(gi:110804580)	2	UC8_T3_B4
VFG013087(gi:82524782)	2	UC8_T3_B4
VFG020177(gi:187733815)	3	UC8_T3_B4
VFG020186(gi:187734480)	4	UC8_T3_B4
VFG020187(gi:187734408)	2	UC8_T3_B4
VFG043822(gi:194434815)	2	UC8_T3_B4
VFG005189(gi:55822907)	2	UC8_T3_B4
VFG005190(gi:55820986)	4	UC8_T3_B4
VFG005191(gi:116627754)	5	UC8_T3_B4
VFG005196(gi:15900843)	2	UC8_T3_B4
VFG005198(gi:125717748)	6	UC8_T3_B4
VFG005242(gi:125718466)	9	UC8_T3_B4
VFG005322(gi:55822031)	5	UC8_T3_B4
VFG005323(gi:55820142)	9	UC8_T3_B4
VFG005324(gi:55820544)	8	UC8_T3_B4
VFG005335(gi:116517112)	2	UC8_T3_B4
VFG005353(gi:76787761)	5	UC8_T3_B4
VFG005354(gi:25011850)	2	UC8_T3_B4
VFG005356(gi:116516442)	2	UC8_T3_B4
VFG005358(gi:15903867)	4	UC8_T3_B4
VFG005359(gi:125718893)	2	UC8_T3_B4
VFG005362(gi:125717177)	2	UC8_T3_B4
VFG005363(gi:125717793)	4	UC8_T3_B4
VFG005365(gi:22537432)	28	UC8_T3_B4
VFG005366(gi:146318619)	8	UC8_T3_B4
VFG005367(gi:146320825)	23	UC8_T3_B4
VFG005383(gi:125717747)	9	UC8_T3_B4
VFG005384(gi:125717745)	7	UC8_T3_B4
VFG005385(gi:125717746)	2	UC8_T3_B4
VFG005389(gi:125717674)	3	UC8_T3_B4
VFG005392(gi:125717471)	5	UC8_T3_B4
VFG005393(gi:24379358)	2	UC8_T3_B4
VFG005485(gi:116516343)	2	UC8_T3_B4
VFG005486(gi:15901019)	3	UC8_T3_B4
VFG005488(gi:125717935)	4	UC8_T3_B4
VFG005533(gi:24380491)	2	UC8_T3_B4
VFG005548(gi:22536290)	3	UC8_T3_B4
VFG005549(gi:116516755)	5	UC8_T3_B4
VFG005552(gi:125718786)	3	UC8_T3_B4
VFG005554(gi:55822121)	9	UC8_T3_B4
VFG005555(gi:55820230)	6	UC8_T3_B4
VFG005556(gi:116627090)	23	UC8_T3_B4
VFG005576(gi:76788358)	7	UC8_T3_B4
VFG005577(gi:25010672)	3	UC8_T3_B4
VFG005579(gi:116516768)	8	UC8_T3_B4
VFG005580(gi:15900994)	6	UC8_T3_B4
VFG005582(gi:125717729)	7	UC8_T3_B4
VFG005866(gi:55823026)	2	UC8_T3_B4
VFG005910(gi:125718317)	2	UC8_T3_B4
VFG005922(gi:125718318)	2	UC8_T3_B4
VFG005952(gi:116627842)	5	UC8_T3_B4
VFG005958(gi:125718321)	3	UC8_T3_B4
VFG005964(gi:116627843)	3	UC8_T3_B4
VFG005970(gi:125718322)	4	UC8_T3_B4
VFG005976(gi:116627844)	3	UC8_T3_B4
VFG005982(gi:125718323)	2	UC8_T3_B4
VFG005988(gi:116627845)	2	UC8_T3_B4
VFG006000(gi:116627846)	2	UC8_T3_B4
VFG006011(gi:116627847)	8	UC8_T3_B4
VFG006022(gi:116627988)	19	UC8_T3_B4
VFG006031(gi:55821120)	9	UC8_T3_B4
VFG006040(gi:55821121)	5	UC8_T3_B4
VFG006041(gi:116627990)	4	UC8_T3_B4
VFG006046(gi:55823162)	6	UC8_T3_B4
VFG006049(gi:125718330)	3	UC8_T3_B4
VFG006052(gi:55823163)	7	UC8_T3_B4
VFG006053(gi:55821123)	5	UC8_T3_B4
VFG006054(gi:116628172)	2	UC8_T3_B4
VFG006057(gi:55823377)	6	UC8_T3_B4
VFG006058(gi:55821124)	3	UC8_T3_B4
VFG006062(gi:55821249)	18	UC8_T3_B4
VFG006063(gi:116628174)	2	UC8_T3_B4
VFG006065(gi:55823379)	7	UC8_T3_B4
VFG006067(gi:116628175)	11	UC8_T3_B4
VFG006068(gi:125719002)	2	UC8_T3_B4
VFG006069(gi:55823380)	2	UC8_T3_B4
VFG006070(gi:55821251)	2	UC8_T3_B4
VFG006071(gi:116628176)	10	UC8_T3_B4
VFG006072(gi:125719003)	2	UC8_T3_B4
VFG006073(gi:55823381)	12	UC8_T3_B4
VFG006074(gi:55821450)	20	UC8_T3_B4
VFG006076(gi:125719004)	2	UC8_T3_B4
VFG006077(gi:55823382)	10	UC8_T3_B4
VFG006078(gi:55821451)	8	UC8_T3_B4
VFG006079(gi:116628179)	22	UC8_T3_B4
VFG006081(gi:55823390)	10	UC8_T3_B4
VFG006082(gi:55821452)	10	UC8_T3_B4
VFG006083(gi:116628180)	8	UC8_T3_B4
VFG006084(gi:55821453)	3	UC8_T3_B4
VFG006086(gi:55821454)	15	UC8_T3_B4
VFG006087(gi:116628182)	25	UC8_T3_B4
VFG006088(gi:55821455)	10	UC8_T3_B4
VFG006089(gi:116628183)	11	UC8_T3_B4
VFG018652(gi:157151535)	27	UC8_T3_B4
VFG018655(gi:157149904)	3	UC8_T3_B4
VFG018662(gi:157151177)	17	UC8_T3_B4
VFG018665(gi:157150920)	2	UC8_T3_B4
VFG019077(gi:169832817)	9	UC8_T3_B4
VFG019089(gi:169832575)	2	UC8_T3_B4
VFG019091(gi:169834028)	3	UC8_T3_B4
VFG019092(gi:182683369)	3	UC8_T3_B4
VFG019093(gi:169834310)	4	UC8_T3_B4
VFG019094(gi:182684120)	2	UC8_T3_B4
VFG043526(gi:222119066)	2	UC8_T3_B4
VFG043591(gi:119388122)	17	UC8_T3_B4
VFG002711(gi:2765179)	10	UC8_T3_B4
VFG003250(gi:145598507)	4	UC8_T3_B4
VFG003385(gi:51595933)	2	UC8_T3_B4
VFG003500(gi:123442843)	4	UC8_T3_B4
VFG018921(gi:162419029)	2	UC8_T3_B4
VFG002172(gb|NP_814266)	2	UC8_T3_B2
VFG000871(gb|NP_757239)	2	UC8_T3_B2
VFG000912(gb|NP_753156)	2	UC8_T3_B2
VFG000921(gb|NP_756178)	2	UC8_T3_B2
VFG000923(gb|NP_752600)	2	UC8_T3_B2
VFG000925(gb|NP_752606)	4	UC8_T3_B2
VFG000926(gb|NP_752608)	2	UC8_T3_B2
VFG000930(gb|NP_752604)	5	UC8_T3_B2
VFG000932(gb|NP_752612)	2	UC8_T3_B2
VFG000933(gb|NP_752613)	2	UC8_T3_B2
VFG001444(gb|AAG10151)	4	UC8_T3_B2
VFG034772(gb|NP_290644)	2	UC8_T3_B2
VFG034873(gb|NP_290699)	3	UC8_T3_B2
VFG034901(gb|NP_285765)	2	UC8_T3_B2
VFG044159(gb|NP_752602)	3	UC8_T3_B2
VFG044165(gb|NP_752609)	6	UC8_T3_B2
VFG000332(gb|NP_439271)	2	UC8_T3_B2
VFG013260(gb|NP_438427)	2	UC8_T3_B2
VFG043623(gb|YP_002921124)	2	UC8_T3_B2
VFG043625(gb|YP_002921126)	2	UC8_T3_B2
VFG048348(gb|YP_002921123.1)	3	UC8_T3_B2
VFG048728(gb|YP_005226608.1)	2	UC8_T3_B2
VFG049156(gb|YP_006635482.1)	2	UC8_T3_B2
VFG049157(gb|YP_006635483.1)	2	UC8_T3_B2
VFG002048(gb|YP_404601)	3	UC8_T3_B2
VFG049916(gb|YP_309275.1)	2	UC8_T3_B2
VFG049917(gb|YP_309276.1)	6	UC8_T3_B2
VFG000367(gb|NP_405476)	2	UC8_T3_B2
VFG000368(gb|NP_405477)	2	UC8_T3_B2
VFG042692(gi:283520636)	2	UC8_T3_B2
VFG012095(gi:126697767)	2	UC8_T3_B2
VFG012101(gi:15895960)	2	UC8_T3_B2
VFG000927(gi:26246566)	2	UC8_T3_B2
VFG012306(gi:15804893)	2	UC8_T3_B2
VFG012319(gi:16132141)	2	UC8_T3_B2
VFG012459(gi:26247147)	2	UC8_T3_B2
VFG012502(gi:110640509)	2	UC8_T3_B2
VFG012543(gi:26248275)	2	UC8_T3_B2
VFG012545(gi:91211198)	2	UC8_T3_B2
VFG012549(gi:91211199)	2	UC8_T3_B2
VFG012553(gi:91211200)	2	UC8_T3_B2
VFG012557(gi:91211201)	2	UC8_T3_B2
VFG012565(gi:91211203)	2	UC8_T3_B2
VFG012567(gi:26248288)	2	UC8_T3_B2
VFG012570(gi:117624167)	2	UC8_T3_B2
VFG012612(gi:110643748)	2	UC8_T3_B2
VFG033063(gi:260845688)	2	UC8_T3_B2
VFG033194(gi:386622101)	3	UC8_T3_B2
VFG033259(gi:218703015)	2	UC8_T3_B2
VFG033278(gi:260871037)	4	UC8_T3_B2
VFG033284(gi:387607091)	3	UC8_T3_B2
VFG033286(gi:386642063)	2	UC8_T3_B2
VFG033291(gi:218561493)	2	UC8_T3_B2
VFG033307(gi:410482684)	2	UC8_T3_B2
VFG033370(gi:218561496)	2	UC8_T3_B2
VFG033827(gi:386625733)	2	UC8_T3_B2
VFG033838(gi:260855975)	2	UC8_T3_B2
VFG033839(gi:410480984)	2	UC8_T3_B2
VFG033911(gi:386598809)	2	UC8_T3_B2
VFG033927(gi:386628634)	4	UC8_T3_B2
VFG033928(gi:218534591)	2	UC8_T3_B2
VFG034030(gi:386639495)	2	UC8_T3_B2
VFG034033(gi:218705468)	2	UC8_T3_B2
VFG034041(gi:410482042)	2	UC8_T3_B2
VFG034044(gi:218695583)	3	UC8_T3_B2
VFG034049(gi:386619563)	2	UC8_T3_B2
VFG034051(gi:387612528)	2	UC8_T3_B2
VFG034053(gi:386599809)	2	UC8_T3_B2
VFG034090(gi:222156712)	2	UC8_T3_B2
VFG034095(gi:218695586)	2	UC8_T3_B2
VFG034101(gi:218705472)	2	UC8_T3_B2
VFG034102(gi:387612531)	4	UC8_T3_B2
VFG034104(gi:386599812)	2	UC8_T3_B2
VFG034113(gi:387607664)	2	UC8_T3_B2
VFG034114(gi:218699458)	4	UC8_T3_B2
VFG034115(gi:386639500)	2	UC8_T3_B2
VFG034120(gi:218558836)	3	UC8_T3_B2
VFG034121(gi:386599813)	2	UC8_T3_B2
VFG034131(gi:218699457)	2	UC8_T3_B2
VFG034135(gi:218705474)	3	UC8_T3_B2
VFG034141(gi:222156715)	3	UC8_T3_B2
VFG034147(gi:387607666)	2	UC8_T3_B2
VFG034168(gi:386619571)	2	UC8_T3_B2
VFG034169(gi:218705476)	2	UC8_T3_B2
VFG034183(gi:386639504)	2	UC8_T3_B2
VFG034185(gi:386619572)	2	UC8_T3_B2
VFG034187(gi:387612536)	2	UC8_T3_B2
VFG034189(gi:386599817)	2	UC8_T3_B2
VFG034207(gi:387606978)	2	UC8_T3_B2
VFG034270(gi:387609225)	2	UC8_T3_B2
VFG034306(gi:387609227)	2	UC8_T3_B2
VFG034362(gi:386641117)	2	UC8_T3_B2
VFG034382(gi:410484079)	2	UC8_T3_B2
VFG034448(gi:387610824)	3	UC8_T3_B2
VFG034475(gi:157154909)	2	UC8_T3_B2
VFG034481(gi:443616322)	2	UC8_T3_B2
VFG034533(gi:386612484)	2	UC8_T3_B2
VFG034550(gi:387505303)	2	UC8_T3_B2
VFG034551(gi:209400580)	2	UC8_T3_B2
VFG034556(gi:410484074)	4	UC8_T3_B2
VFG034564(gi:218703583)	2	UC8_T3_B2
VFG034565(gi:157156471)	4	UC8_T3_B2
VFG034566(gi:387610830)	4	UC8_T3_B2
VFG034567(gi:386612492)	3	UC8_T3_B2
VFG034570(gi:443616331)	2	UC8_T3_B2
VFG034629(gi:260869846)	2	UC8_T3_B2
VFG034635(gi:218701866)	8	UC8_T3_B2
VFG034636(gi:157158530)	2	UC8_T3_B2
VFG034638(gi:443619164)	2	UC8_T3_B2
VFG034643(gi:410480838)	2	UC8_T3_B2
VFG034655(gi:117622795)	2	UC8_T3_B2
VFG034666(gi:410483826)	2	UC8_T3_B2
VFG034678(gi:386612743)	2	UC8_T3_B2
VFG034682(gi:443616608)	2	UC8_T3_B2
VFG034718(gi:157157305)	2	UC8_T3_B2
VFG034757(gi:387506964)	2	UC8_T3_B2
VFG034777(gi:260870723)	4	UC8_T3_B2
VFG034822(gi:260843778)	2	UC8_T3_B2
VFG034826(gi:291283110)	2	UC8_T3_B2
VFG034851(gi:291280845)	2	UC8_T3_B2
VFG034856(gi:260842259)	2	UC8_T3_B2
VFG034857(gi:260866172)	2	UC8_T3_B2
VFG034869(gi:387509493)	4	UC8_T3_B2
VFG034875(gi:291285483)	2	UC8_T3_B2
VFG035245(gi:386630566)	2	UC8_T3_B2
VFG035500(gi:218703468)	2	UC8_T3_B2
VFG035551(gi:157157081)	2	UC8_T3_B2
VFG035601(gi:387605693)	2	UC8_T3_B2
VFG035704(gi:386612388)	2	UC8_T3_B2
VFG035708(gi:222155047)	2	UC8_T3_B2
VFG035802(gi:386612393)	2	UC8_T3_B2
VFG035850(gi:386613955)	2	UC8_T3_B2
VFG035937(gi:387609441)	2	UC8_T3_B2
VFG035946(gi:291284976)	2	UC8_T3_B2
VFG035950(gi:260846630)	6	UC8_T3_B2
VFG035952(gi:260858000)	2	UC8_T3_B2
VFG035953(gi:410480308)	2	UC8_T3_B2
VFG035957(gi:387609338)	3	UC8_T3_B2
VFG035984(gi:410484058)	2	UC8_T3_B2
VFG035989(gi:157158257)	2	UC8_T3_B2
VFG036003(gi:157157315)	4	UC8_T3_B2
VFG036004(gi:386612565)	2	UC8_T3_B2
VFG036019(gi:410480204)	2	UC8_T3_B2
VFG036022(gi:387610190)	2	UC8_T3_B2
VFG036031(gi:26246247)	8	UC8_T3_B2
VFG036059(gi:387611746)	2	UC8_T3_B2
VFG040947(gi:157156601)	3	UC8_T3_B2
VFG040951(gi:157158634)	3	UC8_T3_B2
