sampleid	Axis_1	Axis_2	Axis_3
SRR6468670	-0.073153567061796	-0.057918688339496	-0.019494577937298
SRR6468671	0.069001159970837	0.037728303267255	0.004810688301199
SRR6468672	0.166679809775365	0.069288270289274	-0.028572407916358
SRR6468673	-0.033723599523941	0.021185218868661	-0.104364697276407
SRR6468674	-0.052918682646199	-0.036773405680527	-0.060448930100565
SRR6468675	0.041033518006587	-0.009026469181687	-0.022754158166767
SRR6468676	0.004512960689063	-0.117397152058085	0.04576893304646
SRR6468677	0.11408693950234	0.054389204614724	0.152105379411715
SRR6468678	-0.06309905639791	0.027231336350611	-0.066551330116991
SRR6468679	-0.074585170055046	0.040737360180911	0.009736083065761
SRR6468680	-0.063562710113888	-0.057668557152172	-0.006873944223225
SRR6468681	-0.040750419406162	-0.107579489857728	-0.03951519263958
SRR6468682	0.028276263648358	-0.051004031456496	0.123784512415961
SRR6468683	-0.06165591656079	-0.054679861064794	0.068232879448998
SRR6468684	-0.053500918831453	-0.059657012751825	0.081342770365882
SRR6468685	-0.0201071545149	-0.102165262295942	-0.008901398258008
SRR6468686	-0.056137224655518	0.090024941074203	0.017983717143725
SRR6468687	-0.073063432636996	0.043634522631667	0.065669306822848
SRR6468688	-0.048461344973023	-0.089030106509194	0.081615643167183
SRR6468689	0.003728258553928	-0.146301817739985	-0.023473287068854
SRR6468690	0.161610040982373	-0.041292973539968	-0.125437057826131
SRR6468691	0.000215553120702	-0.08149956983841	0.11471442553674
SRR6468692	0.147430843994431	0.042342196279248	0.024218567181822
SRR6468693	0.003416535413442	-0.073366526046647	-0.064381141855036
SRR6468694	0.057767169682265	-0.019403691288833	0.031602037022623
SRR6468695	0.006224002750765	-0.108279298681674	0.001676102862067
SRR6468696	0.098077481733974	-0.022008912400797	0.025876770575637
SRR6468697	-0.040203651053729	-0.042970108745212	-0.070272244991074
SRR6468698	-0.044901211632482	0.007454120766433	0.011100604681667
SRR6468699	-0.066839612652543	-0.014833850703734	0.080899084142884
SRR6468700	0.148410995161487	0.041720403043828	0.039707418521646
SRR6468701	-0.024107602687676	-0.007523735657824	0.030775105487314
SRR6468702	0.011741983969747	0.104487673914275	-0.061103955506795
SRR6468703	0.027782158126094	-0.056241573141378	-0.035510579128581
SRR6468704	-0.030110192439768	0.01187231609193	-0.030430655037949
SRR6468705	0.014686474599835	0.008247144860214	0.056417343364407
SRR6468706	-0.083635961142186	-0.01977655932068	0.114231166945158
SRR6468707	0.003841095899386	0.013908998092899	-0.100950852931292
SRR6468708	-0.045297734880413	0.079955907529336	0.038347269199266
SRR6468709	-0.08602328761065	-0.018416478160841	0.046622148543719
SRR6468710	-0.021535225863265	0.072018343448651	-0.117763029630063
SRR6468711	-0.006673156132238	-0.002867686542939	0.026104732886249
SRR6468712	0.010562567696788	-0.019844796170924	-0.015447847072751
SRR6468713	0.045403313700635	-0.060551694087172	0.020430844160712
SRR6468714	-0.017705959158344	0.06351253158283	-0.104012357666129
SRR6468715	-0.028427673338044	-0.004651000627548	0.022111430666732
SRR6468716	-0.023369512485058	0.038708143449448	-0.035154568689655
SRR6468717	-0.002617969867574	0.013063272707002	0.026805712913359
SRR6468718	0.009902375305879	0.03051409379712	0.00651912986235
