featureid	Intercept	disease[T.IBS]	disease[T.UC]	gender[T.M]	donor_id_manual[T.DONOR2_T2_B2]	donor_id_manual[T.DONOR3_T1_B1]	donor_id_manual[T.DONOR3_T2_B2]	donor_id_manual[T.DONOR3_T3_B6]	donor_id_manual[T.DONOR7_T1_B8]	donor_id_manual[T.DONOR7_T2_B8]	donor_id_manual[T.SFM028_T1_B1]	donor_id_manual[T.SPORT17_T1_B3]	donor_id_manual[T.SPORT4_T1_B8]	donor_source[T.DONOR3]	donor_source[T.DONOR7]	donor_source[T.SFM028]	donor_source[T.SPORT17]	donor_source[T.SPORT4]	donor_gender[T.M]	status[T.BEFORE]	age	donor_age
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
GADW	-2.07355250260578	0.269011562546858	1.43973920447976	1.81100333958434	0.711475214562737	1.08730012121109	-1.91740402321403	-1.78247921956846	0.470602722122119	-0.159357761820921	-1.0128458731163	-1.49568931643779	-0.413569366845947	1.28912247011725	-0.400324244464103	-0.944559141563681	-0.318822072532314	-0.346010844294841	-0.30810856858555	0.771019624689451	0.0661201048642397	-0.115558021504862
KDPE	-0.284642113659244	-1.27039652518355	0.64124224288613	-0.474529254142768	-1.67146305123774	2.37278968038467	-0.456786480947183	0.822312302457598	0.648376793815539	-1.17777380891717	0.735619784117891	-0.316343231843068	-0.981531536493164	-0.789337865614261	-0.884000916445914	0.801810458732339	-0.918317960288662	-0.913973013942058	0.712279438578452	0.445272373178831	0.101604687049985	-0.151554458577616
APH2-DPRIME	-0.00324828765140128	1.72487193890489	0.863805032803122	-0.406241821949012	2.67411827912124	-2.1729037171373	2.51038316150124	-2.13670533193419	-0.146947054908826	1.45921897343718	-0.942246823786543	0.342403725935863	2.34604420670523	0.0513787646061526	1.07523272517854	-0.873960092233924	-0.0704597697521629	2.49035679262418	-1.05745559970204	-0.301712585469851	-0.130424154922366	0.131167805950659
EMRR	0.19599794008984	-0.384597832480302	0.932251430584494	0.633296621139519	-1.21528581658808	2.18319684209732	-1.09544166664665	0.206861681806353	0.100581617309497	-0.791940783938536	0.322998762847139	-1.39128629748638	-0.724430954370361	-0.23271108379301	-0.995195288623038	0.391238823962899	-0.468034432914394	-0.656872431819255	0.615195631586875	0.624828862169614	0.0922593045979738	-0.200178974111063
BEXA	-0.961484207126957	3.1041876728145	-2.31865157978385	1.16598833828735	5.81605525930914	-7.68728345689865	5.93763271232064	-1.92152445806334	-0.788276343391492	4.07131996206366	-1.49035203385238	1.23962970192616	1.18860992201819	-1.22155331780847	2.85470947861457	-1.42206530229977	1.26130623957859	1.25616844456929	-2.62934845725361	-0.0329266319481226	-0.305633438751101	0.395660652976053
ANT9	-1.05686129472004	2.53797859497941	-3.60434087412208	0.426509630973809	3.67072554548772	-4.7683949178228	4.21502116580422	-1.14027398122618	0.189946622802661	1.61439880184256	-1.45135694670563	1.58249469216053	2.20830802032008	-0.476542718314494	0.712822775875863	-1.38307021515301	1.35732431552158	2.48635988395948	-1.51841962376896	-1.10702225365318	-0.253636715933681	0.365493110578077
LNUC	1.55911122420086	2.03158718892015	-0.889297031329569	-1.36113702960742	0.603810033402764	-1.38562935648056	-1.07016285996024	1.13817138181856	0.932396383239673	3.0599738603028	-0.275171130179213	1.58149553950016	1.12775638112082	2.16544330904547	2.35525245550805	-0.206884398626593	2.24019564530597	1.19531490367193	0.5315018888348	-0.0208169350830408	-0.0365898739546537	-0.173872583348734
HNS	-0.454242242786747	0.699648042997489	0.826497531963888	0.755288017089837	-1.50498632470576	0.959690391444243	-0.591562357946084	0.572203345166949	-0.617242484138562	0.178868914166322	0.373443186999514	-1.39794461314495	-0.175773775491577	0.240710385537778	-1.55227317329711	0.441729918552133	0.0997288956378517	-0.108215252940471	0.939061045252646	0.617912100771299	0.0805407036095858	-0.207636230428202
SOXS	0.694567458417553	-0.781809741774431	1.34138057334572	1.29398883610534	-0.194012203612007	3.00499421300796	-1.25892194847648	0.631265110837725	0.0139512729186277	-0.288294290980467	0.980570674658968	0.0143399995106916	-0.26339021912561	0.740641959405576	-1.01010574814147	1.05529721124241	-1.78183786728634	-0.195831696574504	1.35869848688778	0.461007760980955	0.116941319778562	-0.34070795102833
MARR	-0.0425944461558874	-0.54656189135634	0.97268412215859	1.08957613735961	-0.12685684243647	0.611137210749662	-0.4965024862725	0.73944992529085	-0.186936526344373	0.103178525486818	0.464619637252047	-0.298359556840016	0.130979859914917	-0.58486285021242	-1.2075284909851	0.532914534641	-1.40944712021603	0.198681672032063	0.273859381281699	0.775010036447873	0.0830527413636446	-0.222098880250437
